review,content_related,author,quality_and_appearance,manufacture_and_distribution,packaging_and_delivery,price_and_preference,customer_service,overall_experience
Một trong những cuốn sách thú_vị nhất đã từng đọc Các bạn nào thích tìm_hiểu về chính_trị có_thể tìm đọc Sách sẽ giải_thích những quyết_định của các nước trên thế_giới như tại_sao họ lại tiến_hành những cuộc chiến_tranh Sách giúp mình hiểu hơn về những vùng mình chưa có cơ_hội tìm_hiểu như Châu_Phi Mỹ Rất đáng đọc nhé,0,0,0,0,0,0,0,1
Sách rất đẹp không bị bóp_méo bên ngoài có một được bọc rất tốt không sợ bên trong méo Vì sách là bìa cứng nên mình rất lo là sách vận_chuyển sẽ bị bóp_méo nhưng bây_giờ nhìn sách rất ưng Nội_dung của sách rất hay rất đáng để mua,1,0,1,0,1,0,0,1
về chất_lượng đóng_gói hàng khá kém sách đóng_gói sơ_sài và bị móp mép sách chất_lượng bản in tốt chất_liệu giấy in nhẹ và không bị loá khi đọc Nội_dung sách khá hấp_dẫn Khởi_đầu từ yếu_tố địa_lý tác_giả đã mang đến nhưng cái nhìn sâu_sắc về địa_chính_trị của từng khu_vực từng quốc_gia lớn trên thế_giới Giải_thích và dự_báo cho căn_nguyên về các xung_đột địa_chính_trị lợi_ích kinh_tế của các cường_quốc Nói về tính vĩ_mô thì sách mang đến một cái nhìn sâu_sắc và tương_đối đa_chiều xét trên góc_độ vi_mô sách cũng giúp_ích cho người đọc thông_qua đánh_giá tình_hình thế_giới và khu_vực kết_hợp với các thông_tin sẵn có để làm cơ_sở cho các quyết_định đầu_tư mở_rộng sản_xuất tìm_kiếm thị_trường cho doanh_nghiệp hay đơn_giản chỉ là quyết_định đi du_lịch của một cá_nhân bất_kỳ Đây là một cuốn sách đáng đọc,1,0,1,0,2,0,0,1
Sách đẹp bìa cứng chất_liệu giấy và cỡ chữ hợp_lý nên đọc nội_dung rất dài cũng không quá mỏi_mắt Nội_dung hay lý_giải liên_kết giữa vị_thế địa_lý và vị_thế chính_trị kinh_tế Cách viết rõ_ràng và đều có minh_hoạ bản_đồ chính_trị để dễ hiểu hơn Dù hiện_tại sắp đến 2024 nhưng thông_tin trong sách vẫn đang có giá_trị đương_thời,1,1,1,0,0,0,0,1
giao hàng siêu nhanh được mã giảm_giá nên khi nào mua cũng rẻ Mua sách thì nghĩ ngay đến không sợ sách giả nạ Có mua gói bao sách nên không sợ sách bị dính bẩn,0,0,0,0,1,1,0,0
Mình thì ít coi về địa_lý nhưng khi đọc cuốn này rất cuốn và thấy cách suy_nghĩ và cái tầm của lãnh_đạo một đất_nước Đâu phải chỉ hàng_xóm giành đất với nhau mà cả Thế_Giới giành từng tất đất ấy Nội_dung khá cuốn hình_thức khá sang,1,0,1,0,0,0,0,0
Trời_ơi cầm cuốn sách mà ta nói nó thích hời ơi cuốn sách giao_diện nặng_tay nha chưa nhận_xét về nội_dung tớ chưa đọc mà cầm cuốn sách trên tay là liền luôn á trời,3,0,0,0,0,0,0,1
Ui yêu thế đóng_gói sách rất là kĩ_càng lun ạ Cảm_thấy quyển sách của mình bỏ tiền ra mua được trân_trọng nó rất là vui lun ý nội_dung mình chưa_thể đánh_giá nhưng về hình_thức là rất ưng cái bụng lun nha 10 điểm,3,0,1,0,1,0,0,1
Bìa sách đẹp rất đẹp Chất_lượng giấy ổn Nói_chung mọi thứ về mặt hình_ảnh đều ổn_áp hết mọi người đợi mình 1 nữa quay lại đánh_giá nội_dung sách nhé Nhưng thật_sự là nghe rất đánh_giá tốt về cuốn này rồi nên mình mới đặt mua và mong là nó không uổng công mong_đợi của mình,3,0,1,0,0,0,0,0
Đọc xong quyển sách này giúp mình đi ra thế_giới hiểu hơn về nó tại_sao Nga muốn có cảng nước ấm trung_quốc chiếm_giữ tân_cương tây tạng tây âu bị chia_rẽ ở bên trong chủ_yếu dầu_mỏ khí_đốt và các nước_lớn như Pháp Đức Hoa_Kỳ giống như được Chúa_trời ưu_đãi Địa_lý luôn là nhà_tù định_nghĩa quốc_gia mà các nhà_lãnh_đạo thế_giới muốn thoát ra,0,0,0,0,0,0,0,1
Khủng_hoảng giữa Nga và 2014 có_lẽ chính là tiên_đề để nhà_báo Tim thực_hiện cuốn sách Cuốn sách là tập_hợp một_số tiểu_luận ngắn về các khu_vực trọng_yếu trong địa_chính_trị thế_giới từ Nga Trung_quốc Hoa_Kỳ Tây âu cho đến châu_Phi_Nam_Mỹ hay Đông bắc á Đọc nó trong thời_điểm chiến_tranh Nga thực_sự đã nổ ra từ 25 2 2022 là một trải_nghiệm thú_vị Một ấn_bản tốt về chính_trị thế_giới của Nhã_Nam,0,0,0,1,0,0,0,1
Sách dùng bìa cứng có thêm áo_bìa rời Về nội_dung mình đọc sơ thì rất hay Thực_sự bổ_ích về kiến_thức từ yếu_điểm địa_lý đã ảnh_hưởng quyết_định đến đường_lối chính_trị đặc_trưng không_thể thay_đổi của các quốc_gia đó Muốn tìm_hiểu về thế_giới quanh ta cuốn sách này là cuốn đầu_tiên phải đọc,1,0,1,0,0,0,0,1
Sách nhỏ hơn mình nghĩ lúc đầu tưởng sẽ to to cơ nhưng nhận sách thì chỉ cỡ lớn hơn quyển tập học_sinh 1 xíu Nhìn cũng cưng lắm vừa có bìa giấy bên ngoài bìa_trong cũng đẹp xuất_sắc Mua sách lúc giảm_giá giảm và áp mã giá cỡ quá tuyệt_vời cho 1 cuốn sách xịn xò Nội_dung đọc vài trang thấy ok á Nếu mình đang tìm_hiểu về địa_lý và cách nó tác_động lên chiến_lược_quân_sự của các quốc_gia thì khuyến_khích mua vì sách đẹp giấy xịn đọc không loá mượt Mò lên đáng_giá để được 1000 xu,1,0,1,0,0,1,0,1
Quan_điểm và nội_dung mới_mẻ điện đạt dễ hiểu chung_qui khuyên con_người sống thiện tích_cực rất đáng để đọc Thay_vì đọc những quyển dạy kỹ_năng nghị_lực có_thể tạo áp_lực hơn cho người đang căng_thẳng bế_tắc thì nên đọc xen vào những đa_dạng thể_loại để cân_bằng trong nhận_thức Đọc quyển này xong mình tìm về đọc lại HÀNH_TRÌNH ĐẾN PHƯƠNG ĐÔNG của cùng tác_giả biết ông việt anh quyển này lúc mới 24 tuổi thật_sự còn quá trẻ để thông_tuệ những kiến_thức trong đó Cảm_giác tin_tưởng vào tác_giả và cảm_ơn tác_giả sản_xuất đã mang những quyển sách bổ_ích cho cộng_đồng,1,1,0,1,0,0,0,1
Sách rất nhiều lỗi như in chữ lỗi và thiếu rất nhiều trang sách Nhắn lên hỗ_trợ hoàn_trả thì đòi phải có mã giao hàng khi mở_hàng Tại mình bận nên nhờ người_nhà nhận giùm với_lại khi mình đọc mình mới thấy sách giao nhắn_tin Thế là tốn tiền mà_còn chịu thiệt,0,0,2,0,0,0,2,2
cảm_nhận cá_nhân chất_lượng tốt nội_dung sách mặc_dù hư_cấu nhưng có sức thuyết_phục thú_vị và nhân_văn theo cảm_nghĩ riêng thì quyển 2 còn cuốn hơn quyển 1 nếu ai đã thích quyển 1 thì không có lí_do gì mà không đọc tiếp quyển 2 đọc 1 lèo trong ngày thấy rất tuyệt rất kích_thích sự tò_mò và tâm_linh của con_người,1,0,1,0,0,0,0,1
Xử_lý đơn hàng nhanh_chóng đặt tối hôm trước hôm sau là nhận được luôn mặc_dù không đặt Nhận được sản_phẩm còn nguyên_vẹn tổng_thể không bị hư_hỏng gì tuy_nhiên bìa sách đã bị gãy nhưng vì mua giảm_giá được nên không đòi_hỏi gì thêm chỉ hơi buồn xíu,0,0,2,0,1,1,0,2
Bìa sách in bị lệch giấy cắt không gọn_gàng mà bị gợn sóng Có 1 dấu trang mà theo nhà_xuất_bản thì phải có hai cái Gáy sách bị nát không còn niêm_phong Giá rẻ như chất_lượng vậy Nên trải_nghiệm Chú_thích mình có hai sản_phẩm một cuốn mua trước bên mình nghĩ nó ổn và cuốn sau mua bên làm mình hơi thất_vọng,0,0,2,0,0,2,0,2
bọc hàng rất đẹp_mắt kĩ_lưỡng Làm người mua có động_lực đọc liền Tại đọc 1 rồi nên mới quyết_định mua phần 2 vì rất hay cuốn và bổ_ích mọi người muốn rõ hơn thì có_thể đánh_giá 2 để rõ hơn là hay như thế_này Xin cảm_ơn ạ,1,0,0,0,1,0,0,0
Mặc_dù chỉ mới đọc hơn 50 trang sách nhưng mình thật_sự ấn_tượng Mỗi trang sách mình đều thốt lên từ về những kiến_thức mà tác_giả đưa vào cũng như nổi da_gà trước từng câu chữ mà mình có_thể cảm_nhận được ở chính bản_thân mình khúc này là lúc mình mới đọc vài trang nhưng vì quá thích nên viết ra sợ để lâu cảm_xúc nguội mất Đây là sách về tâm_linh nên cần đọc chậm_rãi vừa đọc vừa suy_nghĩ và liên_tục soi_xét về đời_sống hiện_tại của mình thì mọi người mới có_thể cảm_nhận được Cuốn sách dày hơn 500 trang cộng thêm kiến_thức rộng nên mình cũng mất khá nhiều thời_gian để đọc hết Sau khi đọc xong cuốn sách này thì mình thấy đây là một cuốn sách rất đáng đọc Đặc_biệt các bạn trẻ càng đọc sớm càng tốt Không quan_trọng mọi người đang theo tôn_giáo nào vì mặc_dù là sách tâm_linh nhưng được viết rất dễ hiểu nên ai cũng có_thể đọc và quan_trọng là các giá_trị mà sách truyền_tải chứ sách không_chỉ nói_riêng về tôn_giáo cả Có_thể mọi người không tin những sự_việc hoặc hiện_tượng tâm_linh có ở trong sách nhưng mình chắc_chắn một điều ai cũng nhận ra giá_trị sâu_sắc mà cuốn sách đã mang lại đó chính là giúp cho mỗi người chúng_ta nhìn lại xem cuộc_đời chúng_ta đã sống như_thế_nào đã gieo những nhân gì tốt xấu ra sao rồi Chúng_ta có sống một cuộc_sống có ý_nghĩa và giúp_ích được nhiều người hay chỉ mải_miết chạy theo những giá_trị bên ngoài mà xã_hội luôn tôn_vinh Mình chắc_chắn mọi người sẽ đồng_ý rằng khi giờ ế tao đi chúng_ta chẳng mang theo được gì qua thế_giới bên kia ngoài công và tội Công là những việc tốt những công_đức mà chúng_ta đã làm còn tội là những sai_lầm những việc xấu mà chúng_ta đã gây ra Mình đã nổi da_gà khi mà trong sách có nói đến về thế_giới sau khi giờ ế tao sẽ có những vùng mà ở đó người ta có_thể đọc được suy_nghĩ của con_người chúng_ta mình đã chứng_kiến ở cuộc_đời của mình nên hoàn_toàn đồng_ý Mình đã đọc phần 1 nên khi biết có phần 2 mình đã mua ngay và cảm_nhận mình vẫn giống như phần 1 là mình rất trân_trọng những giá_trị mà cuốn sách mang lại Cuốn sách khiến mình muốn thay_đổi cách sống mà từ trước đến nay mình không để_ý đến mình cần hướng vào bên trong bản_thân nhiều hơn thay_vì tìm_kiếm những thứ xa_vời ở bên ngoài Vì chỉ khi hướng vào bên trong mình mới có_thể hiểu bản_thân mình hơn và sống đúng với cái chân thiện mỹ hơn Mình rất cảm_ơn nếu mọi người đọc hết bài đánh_giá siêu dài này,1,0,0,0,0,0,0,1
Chất_lượng giấy khá ổn tuy_nhiên mùi hơi khó_chịu Nội_dung phần 2 mình thấy lan_man kể chuyện quá nhiều hơn nửa cuốn sách nên thông_điệp tác_giả gửi_gắm của phần này khá ít Tuy_nhiên bạn nào thích đọc chuyện mang tính tưởng_tượng cao thì mình nghĩ sẽ thích Bộ sách này cung_cấp cho mình thêm 1 phần_nào đó về tâm_linh tuy_nhiên sách chỉ mới khai_thác ở phần bề_mặt đặt vấn_đề và nêu lên hiện_trạng hiện_nay chứ chưa khai_thác sâu nguyên_nhân cũng như chưa đưa ra được những giải_pháp rõ_ràng như lời cam_kết ở phần giới_thiệu,2,0,2,0,0,0,0,0
Chất_lượng sách từ thì khỏi bàn rồi sách thật mới keng có bọc Nội_dung của này rất hay cho những_ai tin vào luật Nhân_Quả Phước_Nghiệp và cải_sửa bản_thân mình tốt hơn,1,0,1,0,0,0,0,0
Sách bìa mềm chất_lượng giấy đẹp có nhiều trang in màu sách khi giao được bọc lớp ni lông nên không sợ sách cũ bẩn không phải nhé Chỉ hơi tiếc là tập 2 không có bản bìa cứng bản bìa mềm có kích_thước nhỏ hơn bản bản bìa cứng bản 1 một xíu nên hai bản có kích_thước khác nhau mình thích 2 bản đồng kích_thước để đặt trên giá sách cho đẹp,0,0,1,0,1,0,0,0
Một cuốn rất hấp_dẫn và bổ_ích cho những_ai có niềm đam_mê với những điều thuộc về tâm_linh cũng như tiền_kiếp Tác_phẩm là những câu_chuyện kể về những kiếp sống trong quá_khứ của một vị doanh_nhân mà qua các câu_chuyện đó trong ra có_thể tự rút ra các bài_học về cách sống cũng như là chiêm_nghiệm những gì mà tác_giả nói đến về quan_hệ nhân_quả Từ đó có_thể thay_đổi được suy_nghĩ và hình_thành nên quan_điểm sống đúng_đắn và tích_cực hơn Khi nhận sách còn nguyên bao_bọc sách đẹp và mới Rất hài_lòng về Sách của tác_giả dịch_giả Nguyên Phong cũng rất hay và bổ_ích đối_với mình,1,1,1,0,0,0,0,1
Khá thất_vọng về vấn_đề giao hàng của Mình đặt sách nhưng chỉ bỏ trong 1 cái hộp không hề bọc lại hay chống sốc gì cả nên lúc nhận được sách đã trầy_xước và rách góc Buồn nhiều chút,0,0,0,0,2,0,0,2
Sách dày hơn mình nghĩ Cứ tưởng nó chỉ bằng Muôn kiếp nhân_sinh 1 thôi không ngờ dày như_vậy sách không thơm lắm kẻ mê mùi của sách Tình_hình dịch như này mà giao nhanh như_vậy là quá ok,0,0,2,0,1,0,0,0
Đã đọc phần 1 rồi nên mua tiếp phần 2 để đọc sách dù không được bọc bìa kiếng nhưng vẫn được bảo_quản tốt Chất_lượng in và giấy vẫn như quyển 1 không thay_đổi,0,0,3,0,2,0,0,0
đóng_gói kĩ_càng hơn nên sách không bị gãy gáy Giao hàng sớm hơn dự_kiến Nội_dung sách hay khỏi phải bàn rồi Chỉ có một điều mình không vui là sách hơi bị lỗi Keo dính nhiều Các trang sách không được cắt kĩ_càng nên bị dính trang Mình phải dùng dao rọc giấy để xử_lý Nhìn hơi mất thẩm_mỹ Mua ngay đợt giảm_giá nên đành chịu thôi,1,0,2,0,1,1,0,2
Mình đã đọc xong quyển 1 nay mua được quyển 2 Đối_với một người trẻ như mình đang chơi với giữa cuộc_sống xô_bồ áp_lực và đầy khó_khăn hai cuốn Muôn kiếp nhân_sinh 1 và 2 cho mình rất nhiều hiểu_biết về tâm_linh về luật nhân_quả vũ_trụ để dần_dần tìm lại một phần bình_an bên trong Sách rất hay và ý_nghĩa có đan_xen những mẩu truyện_ngắn của nhân_vật chính nên đọc rất cuốn không bị khô_khan giao hàng nhanh sách mình nhận đẹp mới không bị quăn hay nhàu rách,1,0,1,0,1,0,0,1
Sách in đẹp tác_giả Tuấn mình đã theo_dõi từ lâu và thích cách thể_hiện quan_điểm của,0,1,1,0,0,0,0,0
Sách giao siêu nhanh bao_bọc tốt Nội_dung hay nhiều chiêm_nghiệm của tác_giả,1,1,0,0,1,0,0,0
Nội_dung hấp_dẫn,1,0,0,0,0,0,0,0
Giao hàng nhanh ghê mình mua ở sáng đặt chiều giao luôn rồi Trong khi đặt ở cửa_hàng ngoài 20 ngày chưa giao quê quá huỷ luôn Sách này mình đọc bản sách điện_tử được phần 1 cuộc_đời của Ray rồi thấy hay quá nên mua sách giấy luôn Mấy của tác_giả trên rất hay đặc_biệt là về cách vận_hành của nền kinh_tế và trật_tự thế_giới mới mọi người_yêu thích kinh_tế nên xem,1,0,0,0,1,0,0,1
Mình không biết vì lý_do gì mà chất_lượng của cuốn sách mình mua rất tệ Trang sách rơi ra rất nhiều Mình không chê_trách cửa_hàng hay nguồn sách Chỉ muốn gửi phản_hồi cho cửa_hàng biết 4 sao thay_vì 1 sao cho chất_lượng như thế_này,0,0,2,0,0,0,0,2
Sách có nội_dung rất hay trình_bày và dễ đọc ghi_chú Mình mua vì thấy có nhiều người giới_thiệu và được nhiều lượt đánh_giá tốt trên Bìa cứng chắc_chắn và cầm đã tay Giao hàng nhanh và đóng_gói cũng rất ổn,1,0,1,0,1,0,0,0
Sách hay giao hàng nhanh chất_lượng tốt,1,0,1,0,1,0,0,0
Giá cao nhưng chất_lượng cực tốt Thiết_kế xuất_sắc Nội_dung cực phẩm,1,0,1,0,0,1,0,0
Sách bao_bọc chất_lượng,0,0,0,0,1,0,0,0
tốt tốt,0,0,1,0,0,0,0,0
Sách chất_lượng giao hàng đúng hẹn Cực_kì hài_lòng,0,0,1,0,1,0,0,1
Sách đẹp nội_dung hay,1,0,1,0,0,0,0,0
Sách đẹp cùng phiếu chất_lượng,0,0,1,0,0,0,0,0
Sách hay cầm_chắc tay,1,0,1,0,0,0,0,0
Sách giao rất đẹp không bị ảnh_hưởng gì thích cách đóng_gói và giao hàng Giao rất nhanh Sách khá hay dễ đọ,1,0,1,0,1,0,0,0
Cực_kỳ hài_lòng Sản_phẩm có chất_lượng đúng như mô_tả đóng_gói chắc_chắn rất đáng tiền giao hàng nhanh sao Không có thời_gian chụp hình nên mình lấy đỡ hình trên mạng,0,0,1,0,1,1,0,1
Sách đẹp chất_liệu giấy tốt Về nội_dung cùng bộ với Năng đoạn kim_cương và Quản_lý_nghiệp càng đọc càng nhận ra được nhiều điều hay,1,0,1,0,0,0,0,0
Nhanh xuất_sắc đặt sáng mà chiều đã giao rồi,0,0,0,0,1,0,0,0
Sách mới nội_dung hay phù_hợp với tất_cả mọi người,1,0,1,0,0,0,0,0
Giao hàng nhanh Sách đẹp ưng_ý luôn,0,0,1,0,1,0,0,1
Rất ấn_tượng với cách viết phóng_tác của Bác Nguyên Phong_cách viết lôi_cuốn hấp_dẫn người đọc Cuốn sách rất hay đối_với người đọc tìm_hiểu về tâm_linh nói_chung và phật_giáo nói_riêng sẽ tiếp_tục đồng_hành với các tác_phẩm tiếp_theo của tác_giả,1,1,0,0,0,0,0,0
đặt hôm_nay mai nhận hàng luôn giao hàng_thần tốc thật sách rất tuyệt thường thì mình sẽ đọc xong mới đánh_giá cơ_mà bình_luận này chưa được trau truốt lắm vì phải bình_luận thần_tốc còn đọc tiếp nên đọc và cảm_nhận nhé đến sau thân,0,0,1,0,1,0,0,1
Muôn kiếp nhân_sinh là cuốn sách hay rất tuyệt_đối với những bạn quan_tâm đến tâm_linh học chính mình rút ra là 2 luật luật chu_kỳ và luật nhân_quả quan_trọng nhất là luật quả vì bất_cứ hành_động nào nhân cũng đều sẽ gây ra 1 phản_ứng ngược_lại quả Bởi_vậy mỗi người hãy suy_nghĩ kỹ về những hành_động của mình và hành_động trên tinh_thần yêu_thương với mọi người Cuốn sách này chủ_yếu nói về cuộc trải_nghiệm tiền_kiếp của ông bạn của tác_giả về các kiếp sống trước ở và Ai_cập Qua đó ông rút ra những bài_học mà ông cần phải học qua mỗi kiếp sống nói_riêng cũng như_ý nghĩa cuộc_đời của mỗi người chúng_ta nói_chung giao hàng không có bộc chống sốc mình mua chung cuốn muôn kiếp nhân_sinh với Bạn không thông_minh lắm đâu thì hên sao cuốn có bao kiến bộc lại thôi chứ đi đường xa hay gần mà không có bộc chống sốc thì có mà hư sách,1,0,0,0,2,0,0,0
Mình nghĩ là các bạn nên chọn mua quyển to để đọc cho dễ nhe mình nghĩ quyển này hợp để mua về sưu_tầm hơn là đọc vì nó khá nhỏ để đọc nha thật_ra cũng không quá nhỏ để các bạn không đọc được nhưng 1 đứa cận nặng như mình thì hơi khó thấy nha Nhưng lúc mình mua thì mình thấy rẻ hơn quyển to với muốn mua quyển nhỏ để dễ bỏ mang đi và cũng lạ_lạ nhưng mua về thì đọc muốn lồi mắt Cảm_ơn mọi người đã đọc,0,0,0,0,0,0,0,2
1 Đóng_gói giao hàng thì ok xưa giờ Chưa bao_giờ mua sách mà không hài_lòng cả 2 Sách khổ nhỏ rất cầm gọn trong tay Dễ dành mang theo bất_cứ đâu Khổ tất_nhiên chữ cũng không to Giấy hơi vàng êm mắt 3 Nếu bạn đang tò_mò về tâm_linh bạn đang thức_tỉnh tâm_linh hay đang phát_triển trí_tuệ tâm_linh Đây là một quyển sách bạn nên đọc tham_khảo Mỗi người sẽ có một cảm_nhận khác nhau sau khi đọc xong Nhưng nếu bạn chưa hiểu tâm_linh là cái gì thì có_thể đây là một quyển sách kể chuyện khoa_học_viễn_tưởng nào đó,0,0,1,0,1,0,0,1
Mình mua bản nhỏ thôi nhưng cầm_chắc tay lắm giao hàng cực nhanh luôn Đặt hôm_qua nay có hàng rồi Cuốn này nhiều người khen quá rồi mọi người mua về đọc để trải_nghiệm thử nha,0,0,1,0,1,0,0,1
Ấn_tượng đầu_tiên khi nhận được sách là sách được bọc bởi Nghe đánh_giá cuốn này hay lắm nên mình đọc thử và sau đó là cuốn theo luôn Sau khi đọc thì mình học được nhiều bài_học về luật nhân_quả và luân_hồi trong các kiếp sống của nhân_vật ngộ ra được nhiều thứ nhiều kiến_thức thú_vị từ thời cổ_đại và những dự_báo của tác_giả về tương_lai rất khuyến_khích mọi người đọc cuốn này ạ,0,0,0,0,0,0,0,1
Sách bé bé xinh_xinh nhìn cưng xỉu Nội_dung thì tuyệt_vời luôn ạ Chờ sách về mà cứ lo bị rách hay hỏng không thôi nhưng may lần này ông_bà độ nên em nó không sao,1,0,1,0,0,0,0,0
Mặc_dù khổ nhỏ hơi khó xem hơn khổ lớn một xíu nhưng nếu ai đã có sách này khổ lớn rồi thì nên mua thêm khổ nhỏ Nếu là người mê sách của bác Nguyên Phong như mình Khổ nhỏ gọn_nhẹ dễ mang theo vẫn in màu giống khổ lớn Cuốn khổ nhỏ này to hơn khổ nhỏ cuốn Hành_Trình về Phương_Đông một_chút Tuy là khổ nhỏ nhưng vẫn được bọc sách đẹp và cẩn_thận nhe Hy_vọng sẽ In thêm những cuốn sách của bác Nguyên Phong theo khổ Nhỏ như_vậy nữa,1,0,2,0,1,0,0,0
Mình mới nhận được sách mình đặt sách hôm_qua mà hôm_nay đã nhận được Rất yêu về khoảng này Còn về sách thì cho 4 sao vì lỗi như hình hơi buồn khi nhận được cuốn sách như_vậy Nội_dung thì chưa đọc nhưng nghe đánh_giá rất đáng để xem,3,0,2,0,1,0,0,0
Tuyệt_vời ông mặt giời Đây thực_sự là một cuốn sách vô_cùng hay Với lối văn kể chuyện đan_xen lồng_ghép những thông_điệp giá_trị Sách đọc không_những không bị ngán mà có lúc còn kích_thích sự hiếu_kỳ óc tưởng_tượng như kiểu đọc truyện tiểu_thuyết ý Nếu ai không tin vào thần_học thì cũng có_thể coi đây như một cuốn tiểu_thuyết giả_tưởng Đọc giải_trí cũng rất thú_vị,1,0,0,0,0,0,0,1
Tác_phẩm rất hay và sâu_sắc Mình quyết_định mua sau lời giới_thiệu của một người em và mình rất hài_lòng với quyết_định mua sách Cuốn sách thực_sự cho mình một góc nhìn mới về luật nhân_quả và mọi mối nhân_duyên trong cuộc_đời này,1,0,0,0,0,0,0,1
cảm_giác sờ vào sách mới mùi sách vẫn là thích nhất nhưng quyển này bé hơn cả tưởng_tượng luôn dù biết sách khổ nhỏ đọc sách to quen nên cầm vào đúng kiểu lạ_lẫm với cả làm khổ bé nên sẽ dày hơn cầm đọc 1 tay chắc sẽ dễ bị cong gáy sao bề ngang quyển này bằng 1 quyển còn chiều dọc thì không dài bằng luôn,0,0,2,0,0,0,0,2
Lần đầu_tiên mua sách ở đây Hài_lòng tuyệt_đối Đóng_gói sản_phẩm tốt Sách chất_lượng và đẹp Giao hàng đúng thời_gian Sẽ ủng_hộ cửa_hàng lâu_dài,1,0,0,0,1,0,0,1
Về đánh_giá nội_dung sách mọi người xem trên hoặc nhé Hình_thức bên ngoài thì khổ nhỏ giống quyển sổ_tay mọi người ạ giao hàng nhanh sách mới còn nguyên bọc bên ngoài Nói_chung là hình_thức rất ok,0,0,1,0,1,0,0,0
Vừa nhận sách xong nên đánh_giá cảm_quan trước về chất_lượng dịch_vụ và chất_lượng làm sách Sách được bao_gói cẩn_thận niêm_phong ni lông bọc 1 lớp xốp chống sốc bên ngoài sau đó mới đóng vào hộp cạc tông vừa_vặn với sách Dịch_vụ giao hàng tiết_kiệm hài_lòng không cần quá nhanh Giá mua khá tốt Sách của ruột in giấy ngà vàng nên đọc không mỏi_mắt Bìa làm mỏng quá nên làm bìa định_lượng dầy hơn chút sẽ tốt hơn hoặc ra thêm bản bìa cứng Kích_thước 14 20 khá gọn cầm đi đọc được nếu có bản nhỏ hơn thì tốt vì bản này phần khung chữ thu vào nhiều để thừa giấy_lề nhiều Được tặng kèm dấu trang nhưng cũng mỏng_tang nếu dày_dặn thì giá_trị biết_mấy,0,0,2,0,1,3,0,0
Không biết có phải căn tính của mình không đủ để giác_ngộ hay không Mình thấy sách viết hơi lan_man không xúc tích đọc song kiến_thức đọng lại không nhiều ngôn_từ sử_dụng hơi hàn_lâm Ý_kiến cá_nhân,2,0,0,0,0,0,0,0
Quyển sách này thì quá nổi_tiếng của tác_giả rồi Các bạn muốn hiểu_biết hơn về sự tập_trung và làm_việc hiệu_quả thì nghiên_cứu quyển này để có cuộc_sống hạnh_phúc nhé giao nhanh đóng_gói cẩn_thận còn bọc nguyên niêm_phong,0,1,0,0,1,0,0,0
Lúc đầu mình mua vì nghĩ quyển sách này giúp mình tập_trung làm_việc nhưng không ngờ nó còn làm được nhiều hơn thế Từ việc đặt mình vào các trải_nghiệm và nó suy rộng ra là cách để đạt được hạnh_phúc trong cuộc_sống dù_cho có nhiều nghịch_cảnh Cực_kì tâm_đắc quyển này và mình nghĩ ai cũng_nên và xứng_đáng đọc nó có_thể là cả cuốn Nghệ_thuật tinh_tế của việc đếch quan_tâm,0,0,0,0,0,0,0,1
Một cuốn sách tuyệt_vời có_thể thay_đổi hoàn_toàn cuộc_đời bạn Nếu có_thể hãy dành cơ_hội đọc thử nó sớm nhất có_thể Sách rất mới và đẹp,0,0,1,0,0,0,0,1
Sách đẹp nội_dung hay đáng để đọc mọi người ạ giao hàng cũng rất nhanh nữa Cảm_ơn,1,0,1,0,1,0,0,1
Cuốn sách rất hay Đọc xong cuốn sách học được rất nhiều bài_học có_thể áp_dụng ngay Đọc xong cuốn này đọc lại các cuốn phát_triển kỹ_năng khác là chỉ cần 1 cái chớp_mắt thôi,1,0,0,0,0,0,0,0
Sách đóng_gói cẩn_thận,0,0,0,0,1,0,0,0
Sách còn nguyên ni lông cửa_hàng gói hàng rất cẩn_thận Nội_dung thì chắc_chắn là hay rồi,1,0,0,0,1,0,0,0
Sách đẹp và hay đọc quyển sách thấy được thư_giãn và suy_nghĩ nhẹ_nhàng hơn,1,0,1,0,0,0,0,1
Rất hay,1,0,0,0,0,0,0,0
Sách hay nên đọc Xuôi dòng đôi_khi là chìa_khoá để tìm được hạnh phú,1,0,0,0,0,0,0,0
Sách rất hay như một cẩm_nang dẫn đường dành cho thế_hệ trẻ đúc_kết từ một người thành_công tràn_đầy kinh_nghiệm hết_mình vì cộng_đồng như thầy Phan_Văn_Trường_Đọc xong cái đầu mở_toang và tự_tin bước tiếp trong cuộc_sống,1,1,0,0,0,0,0,1
Nhỏ bạn đánh_giá sách nói mình phải đọc cho bằng được nên thành_ra mình mua giúp nó về làm kỉ_niệm luôn Sách vẫn được đóng_gói kĩ_càng chất_lượng Vì tình_hình dịch nên không_thể giao nhanh như trước nên mình cũng thông_cảm xíu Sách là cả tâm_huyết của Bác Trường muốn gửi đến thế_hệ trẻ và còn nhiều hơn thế nữa Cảm_ơn Bác cùng toàn_bộ đã làm_nên quyển sách đáng quý này Cảm_ơn đã luôn đồng_hành cùng mình trên những trang sách tinh_hoa Luôn ủng_hộ nhé u,0,1,0,0,3,0,0,1
Sách nội_dung hay giao hàng nhanh Sách mới nguyên_vẹn không móp méo Rất phù_hợp cho các bạn trẻ đang trên đường chinh_phục bản_thân Rát đáng đọc,1,0,1,0,1,0,0,1
