review,stayingpower,texture,smell,price,others,colour,shipping,packing
Chất_lượng tuyệt_vời mình cần hàng cửa_hàng đã cố_gắng gửi cho tin nhắn nhanh màu cực xinh,0,0,0,0,0,1,0,0
Màu đẹp lắm còn được tặng_son nứa nhưng_mà nó cứ lợn_cợn trên môi không mượt ý,0,2,0,0,0,1,0,0
Màu lên xinh xỉu luôn đó mọi người ơi đề_xuất mọi người nên mua ẻm nhé Mùi mình không ưng lắm mùi thiên về hoa_quả ý,0,0,2,0,0,1,0,0
Giao hàng mùa dịch nhưng không lâu lắm tầm 1 tuần như_vậy nhắn_tin riêng nhiệt_tình Giá tốt chất_lượng tuyệt_vời,0,0,0,1,0,0,1,0
Nào mình mua đồ trên thì bấm này hả mua nhen,0,0,0,0,3,0,0,0
_son siêu đánh mịn màu lên ổn,0,1,0,0,0,1,0,0
Đẹp_Giao hàng nhanh Chất tốt Đóng_gói chắc_chắn Nên thử,0,0,0,0,0,0,1,1
_Son đẹp thơm mua 2 lần rồi,0,0,1,0,0,0,0,0
_Son rất đẹp nha mọi người nên mua,0,0,0,0,3,0,0,0
_Son thơm lắm màu đẹp đóng_gói chắc_chắn săn giảm_giá khá,0,0,1,1,0,1,0,1
_Son xinh nè Lên màu sáng da Đóng_gói đẹp kĩ ổn lun,0,0,0,0,0,1,0,1
Đóng_gói hàng rất cẩn_thận_son lên màu rất xinh nhé cảm_ơn cửa_hàng nhiều nha,0,0,0,0,0,1,0,1
Giao hàng nhanh_chóng nhờ người nhận nên không biết có đẹp không,0,0,0,0,0,0,1,0
Sản_phẩm tốt rất đáng tiền để mua cửa_hàng không hay trả_lời tin nhắn cho lắm do dịch nên giao hàng hơi lâu nên khi người giao hàng gọi mình còn không biết là mình đã đặt_hàng lúc_nào giao hàng thân_thiện dễ gần tóm_lại là sản_phẩm tốt có cơ_hội lại đặt_hàng của cửa_hàng tiếp,0,0,0,1,0,0,3,0
_Son rất đẹp minh cực_kì hài_lòng sẽ ủng_hộ lần sau sau nữa,0,0,0,0,3,0,0,0
_Son siêu đẹp mịn lì và thơm nữa Nói_chung là tuyệt lắm Hình_ảnh mang nhận xu,1,1,1,0,0,0,0,0
Mình lên_tay thấy màu khá xinh nhưng chắc hơi đừ mặt giao hàng ổn đóng_gói cẩn_thận,0,0,0,0,0,1,1,1
_Son siêu xinh màu lên chuẩn mà đẹp dễ dùng cửa_hàng tư_vấn rất nhiệt_tình,0,0,0,0,0,1,0,0
dịch thì hàng về hơi lâu 15 ngày nhưng_mà mê màu_son quá,0,0,0,0,0,1,2,0
Giao hàng nhanh đong gói đẹp Nếu sử_dụng tốt sẽ ủng_hộ cửa_hàng nhiều,0,0,0,0,0,0,1,1
Hàng được đóng_gói cẩn_thận chống sốc mình dùng của cũng lâu rồi đợt này mua tặng không ngờ còn được tặng thêm 1 cây nữa,0,0,0,0,0,0,0,1
mình nhờ bạn mình nhận hộ vẫn kiểm_tra được hàng nhưng vẫn khá yên tầm vì,0,0,0,0,3,0,0,0
_Son thơm mềm_môi nhưng hộp đựng_son hơi bị bóp_méo chất_lượng sản_phẩm tuyệt_vời,0,1,1,0,0,0,0,0
Vì dịch nên thời_gian giao hàng hơi lâu_son thơm lên màu đẹp,0,0,1,0,0,1,2,0
Công_dụng Có_thể nâng tông da và răng Kết_cấu Mềm_mại Độ bền màu Khá tốt Giao hàng khá nhanh thiết_kế của_son bao đẹp trông rất quý_phái và sang_trọng chất_son mềm_mại như nhung_son có mùi thơm nhẹ khá giống mùi ván sữa_Son lên màu đẹp khi tô môi thì màu_son trông cực_kì bí_ẩn và quyến_rũ mình rất thích màu_son không_những làm trắng răng mà làm da của mình trắng lên,1,1,1,0,0,1,1,0
Giao chậm lần sau thì tao cho nghỉ_Son giá đắt giảm_giá rồi vẫn đắt_giá này mua_son còn hơn,0,0,0,2,0,0,2,0
Mình thấy_son giá rẻ mà_lại đẹp Cách thiết_kế rất ưng_ý Cây cầm đánh_son thì nó màu đỏ dạng nhung Về thân cây_son thì nó không phải hình_tròn rất sang xịn Màu xon mình không được thích cho lắm nhưng_son thơm mọi người nên mua,0,0,1,1,0,2,0,0
Kết_cấu sốp mịn không bị vón Độ bền màu 5 6 tiếng nếu không ăn Mình cũng tí_tởn mua hết_son này đến_son kia Nhưng thật_sự lại quay về vẫn là ưng_ý nhất từ cách gói hàng đến vận chuyện đến chất_son Màu hơi kén da tí nhưng_mà vẫn đẹp nha Nên mua lắm nhé Có đợt có chương_trình mua 2 cây mã các kiểu tha_hồ rẻ,3,1,0,3,0,1,2,1
Nhận_son mà thấy hạnh_phúc quá ưng hết_sức_son đẹp bá cháy luôn đang dùng mà giờ chuyển hẳn sang em này luôn không mua phí lắm ạ Làm_quà cũng cực_kỳ sang chảnh luôn,0,0,0,0,3,0,0,0
hàng đóng_gói chắc_chắn tuy_nhiên thời_gian giao hàng khá lâu khoản 10 ngày chất_lượng chưa dùng chưa biết,0,0,0,0,0,0,2,1
Chất_son đặc bạn nào môi khô là lộ rõ rãnh môi và màu lên không đều màu này đánh lòng môi hoặc với màu khác sẽ đẹp hơn Lên môi nhìn hơi dừ,0,2,0,0,0,3,0,0
Công_dụng_son có khả_năng bám màu tốt lắm luôn Kết_cấu_son kem lì Độ bền màu từ 3 4 tiếng sẽ bắt_đầu phai Màu cam nâu ánh đỏ phù_hợp với tất_cả các màu_da nói_chung là xinh lắm,1,3,0,0,0,1,0,0
Công_dụng_son môi Kết_cấu tạm ổn Độ bền màu màu không đẹp Thất_vọng về chất_son mùi kẹo gắt khó_chịu màu lên không đẹp như ảnh bôi lên môi rất khó tán,3,2,2,0,0,2,0,0
Hàng chất_lượng giá tốt Nên mua nha mọi người,0,0,0,1,0,0,0,0
Công_dụng tốt Kết_cấu đặc nhẹ Độ bền màu Giao hàng lâu nhưng bù lại cửa_hàng đóng_gói chắc_chắn chất_son mịn đẹp chất_son kiểu bột kem nói_chung rất hài_lòng về sản_phẩm,3,1,0,0,0,0,2,1
Công_dụng Danh_son Kết_cấu em Độ bền màu 15 Mua đi mọi người ơi mình đúng kiểu bị bất_ngờ về cách đóng_gói lẫn hình_thức của_son luôn ý Nắp_son bằng nhung nhìn xịn và sang vận_chuyển Màu_son đẹp nhưng_mà không lỳ đâu nha lau phát là trôi hết hà tuy_nhiên với chất_liệu và hình_thức như này thì_son quá là đáng tiền lun,2,1,0,1,0,1,0,1
Công_dụng_son Độ bền màu không,0,0,0,0,3,0,0,0
Trời_đất_ơi phân_vân đắn_đo lắm khi mua em này vì sợ lên da không hợp Nhưng_mà mua về hợp không_tưởng màu_son hồng nếu tô nhạt đậm thì sẽ có đỏ tím hơi Hồng_Chất_son làm khô môi nếu không dưỡng Chỉ hợp với da lạnh hoặc ở giữa lạnh và ấm Máy_ảnh mình chụp không đúng màu ngoài đậm hơn,0,2,0,0,0,3,0,0
Màu_son giống ảnh của hãng hợp diện Tết lứm Nên mua Mỗi_tội đợt này giao hàng lâu 12 ngày_son mới về tay có 5 7 ngày thôi,0,0,0,0,0,1,2,0
Công_dụng lên màu đẹp là màu đỏ rượu Kết_cấu vỏ nắp được phủ bởi lớp nhung Độ bền màu màu êm_son như kiểu không_son rất nhẹ môi nhưng dễ trôi khi ăn_uống,2,1,0,0,0,1,0,0
Công_dụng môi_Son bám em còn hơn anh rồi ai chơi lại cửa_hàng kiểu ni thì tết ni em chỉ có_thể đồ cưới hoi,1,0,0,0,0,0,0,0
Công_dụng giúp thanh nhiệt cơ_thể Kết_cấu có hình_dạng của chiếc cây_son Độ bền màu không biết mua loại màu gì,3,3,0,0,0,0,0,0
Chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp và chắc_chắn,0,0,0,0,0,0,0,1
Hình_ảnh và mang tính_chất nhận xu do đang đi cách_ly nên em không chụp được hàng nhưng_mà thấy người_nhà cho xem thì cửa_hàng đóng_gói kĩ và đẹp ạ Chưa có dùng_son nên chưa biết chất_son như thế_này nhưng_mà mong là đẹp ạ sẽ ủng_hộ cửa_hàng,0,3,0,0,0,0,0,1
Chất_son hơi bị thất_vọng rất bết cần tán màu nhanh để tránh bị không đều màu Đổi lại thì màu xinh Thắc_mắc là có 2 có cùng mã_son nhưng 1 bán 1 bên bán tận,0,2,0,3,0,1,0,0
Công_dụng để đánh lên môi Kết_cấu đẹp nè Độ bền màu cũng tạm được Mình cảm_thấy thích cái cách đóng_gói hàng của bên hãng cực nó kiểu sang mà đẹp ấy nhưng_mà hơi thất_vọng là mình mua giá giảm_giá mà màu_son nó không được giống như trên hãng sắc nâu nhiều hơn sắc đỏ không biết là giá giảm_giá 129 có đúng không nữa tại mình săn và mua được giá đó á,1,1,0,3,0,2,0,1
Độ bền màu 3 Màu lên đẹp giữ màu được 3 mùi hương giống lên môi mềm_mại Nên mua nhe,3,1,1,0,0,1,0,0
mãi đỉnh Do là hàng quốc_tế nên giao hàng hàng hơi lâu nhưng vì_son đẹp nên cũng đáng,0,0,0,0,0,0,2,0
cửa_hàng hàng nhanh gói hàng rất kĩ mình tưởng qua tết mới nhận được ai dè tới nhanh quá khoảng 10 ngày à_son thì thơm màu lên chuẩn lắm nha,0,0,1,0,0,1,0,1
Giao hàng nhanh giá lại rẻ hơn các cửa_hàng khác rất đáng tiền nếu có lần sau sẽ ủng_hộ cửa_hàng tiếp,0,0,0,1,0,0,1,0
Lần nào nhận đồ của cũng mê_mệt ý Thỏi nhung này mình mê màu lâu rồi mà săn được giá giảm_giá cứ gọi là chất phát ngất Đóng họ dài_dài luôn,0,0,0,1,0,1,0,0
Vỏ_son đẹp sờ thích cực nhưng_mà chất thì mình hơi thất_vọng lì nhưng ma không đều màu màu lên cứ hồng hồng,1,2,0,0,0,0,0,0
Màu xinh giá_cả hợp_lí bao_bì cũng xinh mỗi_tội_son hơi khô nên đánh thêm dưỡng nha,0,2,0,1,0,1,0,0
Kết_cấu long Độ bền màu trung binh Màu đẹp tết mà dùng là đã cái nư luôn nên tẩy cho môi trước khi dùng và dưởng môi thật ẩm,3,3,0,0,0,1,0,0
_Son đẹp xỉu Rất mềm và mướt môi Đóng_gói đẹp không ảnh_hưởng đến sản_phẩm bên trong,0,1,0,0,0,0,0,1
xa Màu ưng lắm ạ Mua của cửa_hàng nhiều lần rồi chất_lượng xứng_đáng giá tiền,0,0,0,1,0,1,0,0
Giao hàng nhanh chất_son mịn mua giảm_giá điều_kiện giá rẻ sẽ ủng_hộ thêm,0,1,0,1,0,0,1,0
ổn ổn ổn Chưa dùng nhưng nhìn đóng_gói rất đẹp chắc_chắn Giao hàng sớm hơn dự_kiến nha cửa_hàng có gửi quà tặng kèm ổn ổn ổn ổn ổn,0,0,0,0,0,0,1,1
Công_dụng Kết_cấu Độ bền màu lau_Son đánh lên một lúc là khô luôn lên bôi thêm dưỡng xong mới đánh thì ok màu thì y_như ảnh luôn càng đánh đậm thì đẹp,1,3,0,0,0,1,0,0
_son ổn giá ok thời_gian giao hàng hơi lâu nhưng_mà màu đẹp mọi người nên mua nhé,0,0,0,1,0,1,2,0
,0,0,0,0,3,0,0,0
mua còn rẻ nữa chứ iu,0,0,0,1,0,0,0,0
Màu_son đẹp Chất_son mượt Nhưng lên môi thì không được đẹp như trên hình_mẫu,0,1,0,0,0,1,0,0
Đẹp lì nhưng mình mua nhầm thành 2 thỏi nhưng cảm_ơn cửa_hàng,1,0,0,0,0,0,0,0
Công_dụng OK Kết_cấu ok Độ bền màu ok Màu lên chẳng chuẩn gì lên môi nhìn khá dừ và không giống hình,1,1,0,0,0,2,0,0
Công_dụng Kết_cấu xinh em,0,0,0,0,3,0,0,0
Công_dụng Kết_cấu Độ bền màu,0,0,0,0,3,0,0,0
_son bôi cảm_giác môi bị thâm tiền nào của đấy không thực_sự hài_lòng,0,0,0,2,0,0,0,0
Công_dụng tốt lên màu đẹp Kết_cấu tốt Độ bền màu bình_thường tạp ổn Sản_phẩm ổn phù_hợp giá_cả,1,1,0,1,0,1,0,0
Nhìn cây_son xịn xò lắm Lắp_son bằng nhung nhé_Son siêu lì,1,0,0,0,0,0,0,0
Giao hàng tương_đối lâu vì là hàng quốc_tế với dịch nữa_Son thơm lên màu ok nhe,0,0,1,0,0,1,2,0
_Son đẹp xinh dữ lắm Mua lại lần 2 rồi Quốc_tế nên giao hơi lâu,0,0,0,0,0,0,2,0
Công_dụng_son Kết_cấu Độ bền màu 20_Son mượt mịn màu đẹp và nhanh trôi lắm giao hàng lâu,2,1,0,0,0,1,2,0
,0,0,0,0,3,0,0,0
Kết_cấu khá đặc Độ bền màu không bền Thấy màu đánh lên_tay thì lên môi màu lại nghiêng về hồng hơn đỏ màu này hợp với da trắng hơn ý,2,2,0,0,0,3,0,0
giờ giờ không,0,0,0,0,3,0,0,0
Công_dụng_son đẹp Kết_cấu chất rất đẹp Độ bền màu tốt Tốt lắm đẹp đẹp thiệc sự quá quá là đẹp luôn đẹp vô_cùng đẹp chân_thành đẹp mặn_mà nồng_nàn tình thắm,1,1,0,0,0,0,0,0
Công_dụng Ben_Kết cấu rồi Độ bền màu ok Hàng đẹp Nơ to phồng 3,1,3,0,0,0,0,0,0
Công_dụng đánh lên màu siêu đẹp Kết_cấu lỏng mềm mịn Độ bền màu tầm 4 tiếng Giao hàng lâu đến trầm_cảm luôn_Son lên màu rất đẹp luôn ấy Vỏ hộp cũng rất đẹp luôn,3,1,0,0,0,1,2,0
Cũng ok mà hơi khô Tẩy_trang kỹ nha mọi người Màu đẹp Nói_chung ổn phết đấy,0,2,0,0,0,1,0,0
Kết_cấu kem Độ bền màu tạm Công_dụng_son môi Màu_son đẹp bao_bì siêu xinh mua giảm_giá nên rất rẻ,3,3,0,1,0,1,0,1
_Son siêu đẹp bền màu đỏ nhìn quyến_rũ lắm Sẽ mua thêm ạ Hình_ảnh chỉ mang tính_chất lấy xu,1,0,0,0,0,0,0,0
một góc nhà gợi cho mình đến tất_cả mọi thứ ấm_áp đủ đầy và hạnh_phúc,0,0,0,0,3,0,0,0
Công_dụng,0,0,0,0,3,0,0,0
Công_dụng SOn_Kết cấu Độ bền màu có gì,3,1,0,0,0,0,0,0
Công_dụng Mua 8 cây luôn ạ Độ bền màu rất bền Rất hài_lòng về sản_phẩm cửa_hàng nhiệt_tình giá rẻ nhưng bạn nào muốn thức khuya mà vẫn đẹp da thì uống yến chưng nhé,1,0,0,1,0,0,0,0
Công_dụng tHoa min moi Kết_cấu Độ bền màu qUa Soang xịn mịn hợp nhận_son xong ưng bụng lắm ui,1,1,0,1,0,0,0,0
Màu xinh lắm mọi người ơi lên màu chuẩn không bị khô môi phần nhung đỏ sang xịn mịn lắm nha,0,1,0,0,0,1,0,0
Hình_ảnh chỉ mang tính_chất minh_hoạ nhưng hàng thì,0,0,0,0,3,0,0,0
Công_dụng bôi môi trét môi Kết_cấu mềm mượt như nhung đúng như quảng_cáo Độ bền màu mới bôi thử chưa dùng ngày,3,1,0,0,0,0,0,0
Màu tô lên trông hơi già và nhàu môi Chắc phải tô đậm Tô đậm lại phải trang_điểm mới hợp Thành_ra mới thử 1 lần chứ chưa dùng,0,0,0,0,0,2,0,0
Công_dụng LEn moi xinh xiu Kết_cấu li dang_son kem Độ bền màu lau troi nhung ma sao cai nhan nay không được dau,1,3,0,0,0,0,0,0
Hình_ảnh chỉ mang tính_chất thể_hiện sự thèm_khát 200 xu Nhưng sản_phẩm ok đáng mua nhé mình Thế thôi,0,0,0,0,3,0,0,0
Công_dụng Màu xinh lắm nha cả nhà Giao hàng hơn 10 ngày nhận được_Son dễ đánh không có mùi mấy Màu 25 đẹp thiên về đỏ rượu_vang,0,0,1,0,0,1,2,0
Công_dụng Kết_cấu ok thỏi cũ thỏi mới chưa muốn đánh nghiện luôn màu này,0,1,0,0,0,1,0,0
Công_dụng ổn ạ Kết_cấu đẹp lắm luôn Độ bền màu_son lên môi mỏng nhẹ đánh như không đánh luôn giữ màu lâu giá tiền này mà mua được_son vậy là chất_lượng lắm ạ,1,1,0,1,0,0,0,0
Hàng giao nhanh đủ giá thì hạt_dẻ chưa dùng chưa biết nhưng nhìn thì đã ưng mắt rồi,0,0,0,1,0,0,1,0
Đẹp giao hàng hơi lâu,0,0,0,0,0,0,2,0
Màu đẹp nhưng nhanh trôi lắm ạ Bình_luận mang tính_chất nhận xu,2,0,0,0,0,1,0,0
_Son đẹp lắm luôn màu nào cũng xinh hết lâu trôi được lúc giảm_giá nên rất rẻ,1,0,0,1,0,1,0,0
Màu cuối ý mình lên xinh lắm kiểu đỏ Hồng nhưng đậm thì đỏ nhiều hơn Săn giảm_giá cũng rẻ,0,0,0,1,0,1,0,0
Mới bôi lên_son hơi mỏng mọi người hàng quốc_tế nên giao hơi lâu hơi xui là mình bôi không hợp Hình_ảnh không liên_quan,0,2,0,0,0,0,2,0
Mẫu_mã đẹp màu_son ổn nhưng_mà màu_son lên không đều có mùi thơm nhẹ,0,0,1,0,0,3,0,0
_Son thiết_kế xịn cực cầm rất thích chất_son mịn lên màu khá chuẩn,0,1,0,0,0,1,0,0
Công_dụng tốt Kết_cấu tốt Độ bền màu tốt Không nói đến vấn_đề vận_chuyển thì_son của xinh và xịn thật_sự Quá ưng_ý mua nhiều còn được thêm quà rất hợp_ý người tiêu_dùng,1,1,0,0,0,0,3,0
Độ bền màu Tốt_Màu cực đẹp vỏ rất sang xịn luôn Đặc_biệt là thơm lắm Khi lau đi vẫn còn để lại mùi thơm luôn Để cả tiếng ngửi lại vẫn rất thơm,1,0,1,0,0,1,0,0
Công_dụng đẹp lắm nha,0,0,0,0,3,0,0,0
Vỏ_son đẹp nha nắp nhung khá lạ màu_son đẹp chưa thử lên môi nhưng nghĩ là OK ạ Cảm_ơn cửa_hàng,0,0,0,0,0,1,0,0
_son chất đẹp lắm mọi người mềm mịn màu đẹp chuẩn màu,0,1,0,0,0,1,0,0
Công_dụng_son mịn mềm ok Kết_cấu đẹp Độ bền màu rất đẹp,1,1,0,0,0,0,0,0
Màu_son đẹp đánh lên trắng da gói hàng cẩn_thận Cảm_ơn cửa_hàng,0,0,0,0,0,1,0,1
mua lần hai tại cửa_hàng vẫn rất ứng nha_son lên môi đẹp nha mọi người,0,0,0,0,3,0,0,0
Kết_cấu mềm mịn nhưng không đúng đỏ như trên hình mà chuyển hồng thâm á nhìn tối da Độ bền màu kém vô_cùng không nên mua loại này Chả lì gì cả lố,2,1,0,0,0,2,0,0
_Son lên đúng màu đỏ Hồng mình thích Giá cũng ok Giao hàng lâu khủng_khiếp luôn ạ Đóng_gói cẩn_thận xinh_xắn,0,0,0,1,0,1,2,1
Màu này xinh lắm Mình mua lại lần 2 rồi Cảm_ơn cửa_hàng nhiều ạ,0,0,0,0,0,1,0,0
Độ bền màu mau_Son đẹp giao hàng quá lâu phải nửa tháng mới nhận được hàng,3,0,0,0,0,1,2,0
_Son màu xấu lắm màu đỏ mà về đánh ra màu tím nó già lắm luôn về bỏ luôn hai cây Đánh lên bị loan lỗ trên môi,0,0,0,0,0,2,0,0
Độ bền màu Nhờ người nhận hộ nên chưa biết như_thế_nào,0,0,0,0,3,0,0,0
Màu có_vẻ hơi hông ưng tí nhưng_mà thỏi_son nhìn sang xịn hẳn luôn đó ôi,0,0,0,0,0,2,0,0
Màu đẹp miễn chê mình mua ngay đợt giảm_giá nên tiết_kiệm được khá nhiều tiền Mình mua tặng bạn nhưng bạn mình khen nhiều cửa_hàng,0,0,0,1,0,1,0,0
_Son nhìn rất sang_son lì lên màu rất đẹp Sẽ ủng_hộ cửa_hàng nhiều hơn,1,0,0,0,0,1,0,0
_Son lên màu khá chuẩn_độ bền mày thì ổn thôi nhưng chất_son rất mịn Vỏ_son rất đẹp,0,1,0,0,0,1,0,0
Sản_phẩm rất xinh_đẹp tuyệt_vời màu này là màu ưng nhất đỏ cam siêu xinh chất_son thì vẫn vậy nhanh trôi chùi cái là sạch,2,3,0,0,0,1,0,0
lắm lắm,0,0,0,0,3,0,0,0
Chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh chất_lượng cao_sản phẩm tốt,0,0,0,0,0,0,1,0
Công_dụng_sOn màu rất đẹp Kết_cấu tốt Độ bền màu RẤt lâu Đây là thỏi thứ hai mình mua rồi Thỏi đầu bị mất nên phải mua lại luôn_Son lên màu rất đẹp lì lại lâu trôi Đánh lên môi rất mềm Đỉnh của chóp ạ,1,1,0,0,0,1,0,0
Mua của cửa_hàng nhiều lần sản_phẩm ok Chất_lượng tuyệt_vời sẽ ủng_hộ dài_dài,0,0,0,0,3,0,0,0
_son mịn màu đẹp lắm nên mua nha_dịch nên hàng hơi lâu,0,1,0,0,0,1,2,0
Thời_gian giao hàng nhanh chất_son ổn mình có 20 cây của hãng này rồi,0,0,0,0,0,0,1,0
_Son lắm cửa_hàng oi Mỗi_tội giao hàng lâu kinh_khủng Dù gì cũng cho cửa_hàng vì san phẩm tốt,0,0,0,0,0,0,2,0
Xinh lắm luôn Lên màu đẹp thật_sự Chất_son lên rất mềm_môi dễ_chịu,0,1,0,0,0,1,0,0
Hình_ảnh chỉ mang tính_chất minh_hoạ Giao hàng hơi lâu nhưng_son quá là chất_lượng luôn ạ Vỏ đầu_son còn bọc nhung nhìn xịn thật_sự,0,0,0,0,0,0,2,0
sản_phẩm khá ok màu lên khá ổn nhưng chất_son lỏng với mùi cũng không được thơm giá rẻ nên không đòi_hỏi giờ ảnh và mang tính_chất nhận xu,0,2,2,1,0,1,0,0
Mua rất nhiều_son của rồi không cần nói nhiều,0,0,0,0,3,0,0,0
_Son đẹp lắm nha mọi người ơi mua thử về xài không ngờ nó đẹp không_tưởng,0,0,0,0,3,0,0,0
Sản_phẩm tuyệt_vời màu_sắc đẹp dễ dùng giao hàng đúng ngày Nói_chung là rất đáng để mua,0,0,0,0,0,1,1,0
mua 2 lần rồi nói_chung rất ưng mà sao đánh lên kiểu hồng hồng ý nhở nhưng_mà vẫn nha mọi người,0,0,0,0,0,1,0,0
,0,0,0,0,3,0,0,0
goi da huy theo cau cua Quy_De them thong tin ve goi vui long bam goi 098 Chi liên_hệ 198 phi Tran trong,0,0,0,0,3,0,0,0
Màu đẹp giá rẻ hơi lỏng có mùi thơm nhẹ đóng_gói ổn giao hàng nhanh,0,2,1,1,0,1,1,1
Đóng_gói cẩn_thận vỏ_son rất đẹp chưa dùng nên chưa biết chất_son như nào,0,3,0,0,0,0,0,1
Bao_bì xịn gói cẩn_thận Giao hàng hơi lâu Chất_son hơi khô,0,2,0,0,0,0,2,1
Ai mê màu đỏ nhung đậm thì nên mua nha Màu đánh lên môi nhìn y_chang nắm_son Bao_bì nhìn sang đẹp_Son thơm mùi bánh ngọt Lâu trôi Nhưng ăn lẩu hay gì thì trôi củng kha_khá,1,0,1,0,0,3,0,1
Màu xinh giao hàng chắc_chắn vỏ đẹp mùi không ưng lắm giống mùi của_son kem,0,0,2,0,0,1,1,1
,0,0,0,0,3,0,0,0
Đẹp lắm nha,0,0,0,0,3,0,0,0
_Son mịn có mùi mỗi_tội giao lâu thôi à xài_son mịn nha chưa dùng không biết có lâu trôi không,3,1,0,0,0,0,2,0
cửa_hàng giao nhanh đóng_gói cẩn_thận chất_son lì mịn đánh lên không bị khô môi,1,1,0,0,0,0,0,1
màu đẹp lắm nha mọi người ơi nhưng_mà nên dưỡng môi trước khi_son nha,0,0,0,0,0,1,0,0
Chất_son mịn Nhanh trôi Màu cũng được Giao hàng lâu,1,1,0,0,0,1,2,0
Đợi giao khoảng 10 ngày_son nhìn đẹp chưa dùng nên chưa biết chất_lượng giá rẻ,0,0,0,1,0,0,3,0
,0,0,0,0,3,0,0,0
_Son vừa rẻ vừa đẹp Màu rất xinh nha Hình_ảnh chỉ mang tính_chất minh_hoạ,0,0,0,1,0,1,0,0
Lên màu đẹp luôn từ hộp đến vỏ cái nào cũng đẹp hết nắp là nhung nói_chung là sang xịn mịn phết,0,0,0,0,0,1,0,0
Màu trầm lắm ạ trên màu sáng hơn,0,0,0,0,0,1,0,0
Sản xinh_đẹp gì Cảm nhà cung nhà sản cảm bán hàng cảm sàn mại cảm có dùng sản này,0,0,0,0,3,0,0,0
_Son lên màu khá đẹp giao hàng đợt này lâu ạ sẽ tiếp_tục ủng_hộ cửa_hàng ạ,0,0,0,0,0,1,2,0
Quá là xinh luôn 100 điểm vì màu hợp da mình,0,0,0,0,0,1,0,0
Hàng chuẩn mùi không thơm nhưng màu đẹp đóng_gói siêu an_toàn chắc_chắn,0,0,2,0,0,1,0,1
_Son hơi bột bột màu_son thì siêu_bền môi,1,2,0,0,0,1,0,0
xịn mịn,0,0,0,0,3,0,0,0
Cây này mình đã mua lần thứ 2 rồi cây đầu mua về bạn mình thích quá phải bắt mình lại giờ mới có cơ_hội_mua lần 2 từ tới màu_son đều đẹp nhìn sang thật_sự mua để làm_quà tặng cũng thấy sang nữa,0,0,0,0,0,1,0,0
Mua 4 cây_son có quà tặng kèm đóng_gói đẹp và chắc_chắn_son xịn màu đẹp,0,0,0,0,0,1,0,1
Sản_phẩm rất xinh_đẹp tuyệt_vời tôi không_thể trông_đợi gì hơn Cảm_ơn nhà_cung_cấp nhà_sản_xuất cảm_ơn người bán hàng cảm_ơn sàn thương_mại_điện_tử cảm_ơn người vận_chuyển để tôi có cơ_hội dùng sản_phẩm tốt như thế_này,0,0,0,0,3,0,0,0
Màu xinh hợp mùa đông và rất là sang Lúc trôi gần hết thì thấy tựa màu môi tự_nhiên,0,0,0,0,0,1,0,0
_Son màu siêu xinh vỏ cũng siêu đẹp luôn chất_son cũng khá thích nữa nên mua nhé mọi người,0,1,0,0,0,1,0,0
Màu 18 khá đẹp còn 17 mình đánh lên bị hồng giống rượu_vang thiết_kế khá đẹp nhưng phần nhung ở nắp_son dễ bong,0,0,0,0,0,3,0,0
thích dòng_son này vì vỏ hộp siêu xinh ý chất_son mịn mướt ăn môi,0,1,0,0,0,0,0,0
Màu xinh chất_son mịn xốp đánh lên môi mềm không bị khô dễ tán không bị đọng_son ở lòng môi,0,1,0,0,0,1,0,0
Chọn màu lạ nhất mình chưa có nhìn ảnh đánh_giá là một nâu lạnh không pha đỏ hay cam nhưng đánh lên môi mình có chút đỏ nói_chung các trầm đều dễ đánh trắng răng và trắng da Chất_son xốp mịn bám màu tương_đối thơm nhẹ mùi bơ,3,0,1,0,0,3,0,0
Tuyệt_vời Đóng_gói cẩn_thận sẽ mua lại sau khi thử 2 chất_son Ước gì có nhiều màu hơn,0,3,0,0,0,3,0,1
Màu này chất_son đặc hơn màu 934 nhưng_mà vẫn khô lắm Mới đánh trông đẹp nhưng để vài tiếng sau thì chất_son trên môi phải lau đi để tô lại không thì trông rất xấu,0,2,0,0,0,0,0,0
Gói hàng rất cẩn không chê vào đâu hết màu_son đẹp mùi thơm ổn nhá,0,0,1,0,0,1,0,1
Màu nâu cam nhiều đất hợp với các bạn da ngăm như mình xinh xỉu,0,0,0,0,0,1,0,0
Đẹp từ hộp đến cây_son mỗi cái là không được lì cho lắm nói_chung là tạm ổn,2,0,0,0,0,0,0,0
Áo rất xinh giao hàng nhanh đóng_gói cẩn_thận Rất đẹp nha mọi người Nên mua Sẽ quay lại sau,0,0,0,0,3,0,0,0
Giao hàng nhanh bao_bì đẹp nhưng màu 17 này Hồng nên không thích lắm không giống trên ảnh,0,0,0,0,0,2,1,1
Đóng_gói xịn xò_son canh giảm_giá nên mua được rẻ_Son đựng trong hộp rất chắc_chắn,0,0,0,1,0,0,0,1
Vỏ nhung thiệt đẹp mà màu cũng đẹp nhức lách nữa đi chơi cứ gọi là hết lước chấm Săn seo có thôi ứ tin được,0,0,0,1,0,1,0,0
Chất_lượng sản_phẩm tuyệt_vời se ủng_hộ cửa_hàng thường_xuyên hơn trong thời_gian tới,0,0,0,0,3,0,0,0
