Review,Content-related,Author,Quality and Appearance,Manufacture and Distribution,Packaging and Delivery,Price and Preference,Customer Service,Overall Experience
"sách nhỏ gọn, nội dung giải trí ok, tuy đựng chung nhiều cuốn sách lớn nhưng ko bị trầy xước, nhăn góc gì cả, có điều nếu ko phải có bạn nói bìa sách kiểu vậy mình cũng tưởng bị dơ rồi đó, màu bìa gây ức chế dễ sợ=)))",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Nét vẽ đẹp, chất giấy dày dặn, cầm nặng tay. Không uổng công chờ đợi. Tiki ship bọc cẩn thận lắm ạ.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"bao bì kỹ, có kèm book mark, và mã giảm giá tiki ngon",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Một cuốn sách khá xứng đáng để gối đầu cho mọi người và ai cũng có thể đọc mà không cần trang bị nhiều kiến thức y khoa trước đó.
Tác giả không tập trung quá nhiều vào kiến thức chuyên môn nhưng lý giải rõ ràng các nguyên nhân về căn bệnh thời hiện đại, những lối sống sinh hoạt chưa đúng về thế hệ trẻ. Các nhận thức và quan niệm con người về các căn bệnh, triệu chứng phổ thông. Những cách thức sai lầm về việc dùng thuốc kháng sinh, tập thể thao, phơi nắng,... giúp bạn đọc có thể phòng tránh, lắng nghe cơ thể mình nhiều hơn.",3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Nếu bạn đang muốn tìm 1quyển sách tiếp thêm động lực sống, nhưng không giáo điều, không nặng nề, không to tác, không hướng hẹn suông thì có lẽ đây là lựa chọn thích hợp. Quyển sách chỉ đơn giản ghi lại trải nghiệm và suy nghĩ của tác giả trong quá trình chạy, lúc tham gia các cuộc thi marathon....nhưng qua đó ta có thể thấy nó không chỉ đúng khi chạy bộ mà còn đúng trong cuộc sống. Đan xen trong đó tác giả cũng nói đến những suy nghĩ và kinh nghiệm của bản thân với công việc tiểu thuyết gia.
1 điều khiến tôi khá thích thú là tôi nhận ra rằng dù có là những người thành đạt, nổi tiếng, giàu có thì thật ra họ vẫn luôn có những suy nghĩ giống hệt chúng ta mà thôi. Vậy điều gì khiến họ khá chúng ta, tài năng, dũng cảm, quyết tâm, kiên trì, ...tự mình khám phá xem 😁
Sau khi đọc xong quyển sách không biết bạn có cảm thấy muốn bắt đầu chơi 1môn thể thao nào đó không? Không nhất thiết phải chạy bộ, bất kỳ môn nào cũng được chỉ cần bạn thích và phù hợp. Tôi nhớ tác giả đã viết nhiều người chạy không phải vì sống lâu hơn mà chỉ để tận hưởng cuộc sống. Đó là điều mà tôi muốn bây giờ.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mới nhận ngày 30/10/2021. Nội dung sách, tôi chưa xem. Xem xong sẽ có đánh giá sau. Nhưng cách đóng gói lần này của Tiki thì phải nói: cẩu thả, te tua, quá tệ! Cái này cho 1 sao! Đặt mua toàn sách bìa cứng, dày cộp mà đóng gói kiểu này là sao!",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Tôi mua 2 cuốn mới mở ra đọc đã bung rồi. Ko biết đổi được ko. Nhờ tiki đổi trả giúp.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Sách đẹp, đóng gói kĩ, được mở mang thêm nhiều về cách sử dụng cần tây sao cho đúng và đạt hiệu quả tối ưu. Đọc xong là muốn đi mua cần tây về ép uống liền luôn đó mỗi tội khó uống quá hic :((",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Câu chuyện truyền cảm hứng cho bản thân sống hướng tới điều tốt đẹp yêu thương con người từ đó thành công và hạnh phúc sẽ đến.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dịch vụ đổi trả quá khắt khe tốt nhất không nên mua,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
"Mình trả một khoảng tiền 285.000đ để nhận lại bộ sách như này hay sao?? Mình đã rất vui khi nhân viên giao hàng của tiki rất tận tâm, cũng như lần đặt hàng vừa rồi Tiki xử lí rất chuyên nghiệp nhưng mà lần này lại nhận được kết quả thế này?. Mình xin góp ý rằng nếu sách bị cũ, Tiki có thể giảm giá sách xuống thì mọi việc nó sẽ hợp lí hơn. Mong Tiki sẽ làm việc chuyên nghiệp và có trách nhiệm hơn?.",0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
"Mình rất thoải mái việc đánh giá, nhưng lần này thì không ạ. Mình biết tiki nổi tiếng làm ăn cẩu thả với việc bọc seal chống sốc. Mình cũng mua không ít lần, nhưng chắc là do mình ăn may. Lần này thì vận may không đến nữa, đơn giao đến mình chỉ vỏn vẹn một cuốn sách, không seal, không bọc chống sốc. Dĩ nhiên như vậy thì nó sẽ bị móp và df vài chỗ, bìa còn bị ám trầy vết hộp caxton. Nhưng đối với một người yêu thích sách như mình thì việc này thật khó chấp nhận lắm tiki ạ",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"bọc hàng không chắc chắn, hộp đựng hàng hở toang",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"đọc cuốn sách giúp mình cảm thấy thật nhẹ nhàng, khiến mình muốn quay trở lại tuổi thơ trước kia, hồi mà rong ruổi khắp nơi cùng lũ trẻ trong xóm, hồi ấy da xạm đen bởi ánh nắng gắt trưa hè, chân đen sì màu của đất sau những trò nhảy dây, chơi u.... Ngay sau khi nhận được sách, mình đã đọc ngay, ngay từ những câu chữ, hình ảnh đầu tiên đã khiến mình bị cuốn vào, không nỡ đóng trang sách lại, cuốn sách khiến mình mỉm cười vì sự đáng yêu, trong trẻo của những đứa bé. Thật tuyệt khi kết thúc ngày dài bằng những trang sách này",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Có thwể hơi quá nhưng tôi rất thất vọng vì sách bẩn, bị rách ở đầu bìa. Cái quan trọng là quyển sách đã làm tôi vỡ mộng vì tin tưởng quá mức ở tiki và công ty vận chuyển. Nếu là sách cũ đã đành, nhưng tôi bỏ tiền mua sách mới mà lại nhận được một cuốn sách đầy lỗi ngoại quan. Tôi rất trân quý những cuốn sách, tôi nghĩ là không quá khi yêu cầu cuốn sách của mình phải hoàn hảo từ hình thức đến nội dung. Tôi đâu có đi xin, bó tiền đàng hoàng mà. Vậy tại sao thứ tôi nhận lại lại không xứng với đồng tiền tôi bỏ ra? Tôi yêu quý chúng bao nhiêu thì nhiững cuốn sách tôi nhận hôm nay lại thể hiện ra rằng chúng bị vứt lăn lóc như của những thứ của nợ của người khác. Cảm ơn vì đã phục vụ! Rất xin lỗi nhưng phải nhấn mạnh rằng TÔI RẤT THẤT VỌNG!",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Sách mới tinh, ko bị móp méo gì hết. Mình mua gói Tikinow nên giao thần tốc luôn nha. Có tặng cuốn sổ, mà nó nhỏ và mỏng à.",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Mình được sếp gợi ý cho đọc cuốn này để có thể hiểu hơn về phong cách quản trị của một người Việt. Thế là mình tậu cuốn này về nhưng chưa đọc vì mình đang đọc dở quyển khác. Mình nhận xét về cách đóng gói của Tiki là 10/10. Bọc sách đẹp, không bị cong hay hư hỏng gì cả, trước giờ mình chưa từng bị hỏng sách như nhiều người khác và mình cảm thấy thật may mắn. Sẽ cố gắng đọc quyển này trong thời gian tới.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
chất lượng sách kém. nhẹ tênh,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Hộp bị móp, sách bị quăn góc.",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Bởi vì tiki trading không có chế độ trả hàng hoàn tiền nên đóng gói sản phẩm gửi đi cho khách thì được phép sơ sài, gửi đi là không còn liên quan đến mình không thèm quan tâm sách về đến tay khách sẽ bị giảm chất lượng xuống như nào à? Sách không còn seal, đóng trong hộp giấy và vài tờ giấy không hề có bọc chống sốc. Mấy tờ giấy trong hộp có tác dụng gì ?? Nếu mà để cho đỡ xước bìa sách thì rất tiếc là về đến nơi nó nằm ở vị trí chả có tác dụng gì cả",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Rất thích sách của chú Ánh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sách giao cực nhanh . Cuốn sách đầu tiên em thật sự muốn mua khi đọc review và giới thiệu của anh tác giả . Những dòng cảm xúc a đặt vào cuốn sách cũng là những cám xúc mà cuộc đời e luôn cảm nhận nhưng không đủ dũng cảm để thoát ra cám ơn cuốn sách của anh Ansplanet vì cuốn sách .,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"NHÀ GIẢ KIM

Cầm cuốn sách trên tay, mình ưng quá trời ưng. Bản lần này Nhã Nam làm quá đẹp, bìa đã ấn tượng rồi mà tranh minh họa cũng xuất sắc luôn.

Đây là cuốn sách kinh điển với những câu nói nổi tiếng được trích dẫn không biết bao nhiêu lần mà kể:

""Khi bạn khao khát một điều gì đó, cả vũ trụ sẽ hợp lực giúp bạn đạt được điều đó"".

""Đừng quên rằng trái tim cậu ở đâu thì kho báu cũng ở đó; cũng như phải tìm cho ra kho tàng thì những gì cậu học được trên đường mới thật có ý nghĩa”.

""Hãy tự nhủ với trái tim mình rằng nỗi sợ đau khổ còn tồi tệ hơn cả đau khổ. Nhưng không có trái tim nào lại đau khổ khi lên đường tìm kiếm ước mơ của nó""...

Mỗi lần mệt mỏi, muốn bỏ cuộc mình đều vin vào những gì mình đã tin, đã thấy, đã đọc để tự vực lại tinh thần và những câu nói trên chính là liều thuốc trợ lực.

Biết đâu, cuốn sách này sẽ góp phần thay đổi cuộc đời bạn!☺️☺️☺️

NHÀ GIẢ KIM",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"Có đặt kèm book care nhưng nhận hàng không thấy, làm ăn gì vậy, không chấp nhận được, yêu cầu giao book care",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bookcare mà bọc như này đây 🥲 xem có chấp nhận nổi không 🥲 cầm quyển sách thấy cáu luôn 🥲,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Mua sau khi xem series trên Netflix, chứ bình thường đọc tựa từ tàu thì nghĩ ko tín lắm :)) Sách viết dựa trên nền tảng thông tin khoa học khá rộng và thực tế nên đọc rất sướng. Bản thân nội dung tốt hơn bản phim chuyển thể trên Netflix nhiều. Cảm giác khi đọc khá giống lúc đọc các đầu sách của Dan Brown- Thích hay ko thì tùy mỗi cá nhân, nhưng lượng kiến thức gói trong mỗi quyển đều rất lớn, vừa xem vừa tra gg để biết thêm nhiều thứ về một mảng mới.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tất cả đều tốt trừ việc đóng gói thứ đẹp nhất của cuốn sách bìa mà ko bọc chóng sóc củng đc mà vủng hok boc siu lun 1 sao.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Đặt hàng tối thứ 5 thứ 7 đã đó. Vẫn thích tiki nhất khoảng này giao hàng siêu nhanh vì hàng ở kho tiki. Máy mua từ 2019 được bao hành 7 năm và 1 đổi 1 trong 1 năm nếu lỗi NSX. Mặc định là tiếng anh nên các bạn hãy đổi về Tiếng Việt. Máy sử lí rất nhanh. Có điều tiki bỏ vào hộp bự gấp 5-7 lần hộp máy tính nên khi di chuyển hộp sẽ chạy lung tung. khi khui hộp có phiếu bảo hành nhưng k có ghi gì hết vậy bảo hành bằng cách nào?. Nắp máy tính trầy xước rất nhiều. Cảm thấy thất vọng về tiki qua 2 lần đặt hàng gần nhất.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Hàng giao nhanh, đóng hộp cẩn thận, chắc chắn. Cu con mình rất thích vì sách viết rất đầy đủ về các loại khủng long. Sách được đóng bìa dày, đẹp, rất đáng để mua.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Nội dung không có tính khoa học,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truyện phù hợp cho trẻ em tiểu học.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"từ điển nhỏ gọn, tiện lợi gói hàng rất kỹ, đặc biệt giao hàng rất nhanh, luôn thích tiki o điểm đặt 10 đơn hết 9 đơn là đến trc ngày dự kiến đặc biệt trong mùa dịch mà nhanh như vậy là rất tốt",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"Trên tổng thể thì quyển sách khá hay, cá nhân mình để 7.5/10 điểm.
Sách có nhiều mục như: âm thanh giọng nói phán đoán tính cách con người hoặc dáng đi thể hiện tích cách… mình thấy khó hình dung bởi vì không có hình ảnh và âm thanh ví dụ.
Sách viết những điều hiển nhiên xoay quanh cs, tuy nhiên do chúng ta thường không để ý lắm nên không biết, giờ đọc sách thì mình chú ý hơn.
Hoặc là sách đưa ra những đánh giá tính cách cho 1 mẫu hình mình chưa bao giờ gặp thì mình đọc xong mình không thể nhớ được..
Bên cạnh đó thì sách có nhiều bài test tâm lý khá hay, độ chính xác >85%
Mình trải nghiệm gần hết quyển mới viết những dòng reviews như thế này, mà tuy nhiên đây là cảm nhận riêng thôi nha. Tuỳ mỗi người trải nghiệm",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sách có nội dung khá hay, m.n có thể mua đọc và cảm nhận. Sách ko đc chong sốc hay bao gì cả để thẳng vào hộp luôn, hộp ngoài va đập lúc vận chuyển nát lắm, mong tiki sẽ kĩ hơn vấn đề. Mua sách mà về đến tay cong vẹo cũng buồn lắm. Cảm ơn ạ ❤️",1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Thông tin đơn hàng không cập nhật lắm, nhưng Shop giao hàng nhanh, sản phẩm an toàn. Sách hay và đẹp.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Sách tuyệt vời, chất lượng cả hình thức lẫn nội dung. Bao bì chuẩn chỉnh, ship đang hoàng",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"Quyển này mắc,mình mong về tới nhà lành lặn mà cuối cùng nhăn góc thế này,kiểu vầy sưu tập ko đc r,may là mình mua về đọc là chủ yếu nhưng nhìn vẫn rầu quá tiki,ít nhất cũng hãy để chút lớp chống xóc chứ.Hầy",0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
Lần này mình thanh toán zalo pay trước đây là lần đầu tiên mình xài zalopay cho tiki nhưng hơn 1 tuần mới nhận hàng. Mình đặt thứ 4 (14/10) dự kiến t2 (19/10) giao mà đến t2 mình check đơn thì hàng vẫn đang ở chỗ tiki tiếp nhận thôi. Mình hỏi cskh thì dc phản hồi là do bên tiki bị sót đơn. Hàng chậm cũng dc đi vì mình mua đọc chứ ko phải tặng sinh nhật cho ai chứ tặng mà giao kiểu này thì thôi chứ. Ừ thôi chấp nhận dc đi vì hôm nay (24/10) mình nhận đủ hàng thì coi sách nè. 3 cuốn nhăn góc bị dính dơ mình lấy tay chùi bớt chứ ko sạch. Bình thường trả tiền mặt khi nhận thì giao nhanh mà nay trả trước để dc lấy voucher giảm 20k thì vậy. Chán á!,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Sách đẹp, trang giấy láng mịn, chống loá, in chữ rõ nét. Giao hàng nhanh, cẩn thận!",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"con gái 11 tuổi nhận truyện vui lắm, khẩu trang rất xinh xắn, seri truyện mật ngữ bé nhà mình rất thích.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Sách mới, giấy đẹp. Giao hàng nhanh và cẩn thận. Xin cảm ơn Tiki.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Giao hàng ko đúng ngày mất thời gian phải lên lấy hàng,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Giấy êm thiệt  Fahasa giao hàng siêu nhanh,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Sách mới, nội dung thì khỏi bàn rồi vì Buffet còn đánh giá là cuốn sách về đầu tư hay nhất  mà. Nhưng chắc mình chưa có nhiều kiến thức nên đọc vẫn còn có một số chỗ chuyên môn thành chưa thể",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Không những tệ mà là còn rất tệ , may thì đáng giá 1 sao thôi chứ không phải 2 sao",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"Kiểu bút kí, đọc ko cuốn hút lắm",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Giao hàng sớm hơn dự kiến 1 ngày, đóng gói tạm được nhưng mà sách xước nhiều quá nên e hơi thất vọng.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Tiki giao hàng nhanh, vẫn là đóng gói trong hộp giấy thôi, tuy nhiên sách hơn bẩn ở bên ngoài, ko có bọc nilon. Sách mk mua đọc thì ko sao, nhưng mk mang đi tặng nên rất ái ngại, may là mk xịt cồn và lau đi đc, bên trong sách thì ko có vấn đề gì.
Nội dung cuốn sách này thì ko có gì phải bàn rồi, rất nên đọc để phát triển hơn về bản thân.",1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
"Sách hay, chất lượng, giao hàng tốt",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
giao hàng chậm quá. người giao hàng khá là bất lịch sự,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Nội dung mà sách cung cấp cực hữu ích, mọi người có thể nhín chút thời gian đọc tham khảo. Sách đẹp, riêng sách là 5*. Nhưng cách Tiki đóng gói sách thấy không hài lòng lắm. Tiết kiệm không đáng có, hai cuốn sách có độ dày hơn hộp carton dùng đóng hai quyển sách. Làm cuốn sách vốn đẹp mà lại không đẹp, bị trầy trụa và cong queo vài cạnh sách. Đội ngũ đóng gói sách nên học cách đóng gói sách của Fahasa.",1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"ship nhanh a, hàng về trước vài ngày lận. bọc gói ok, không bị tổn hại, chất giấy thích. recommend m.n nên mua cuốn từ điển này, rất bổ ích và phù hợp cho mấy b cấp 2 trở lên, ôn thi chuyên, hsg,... sách có kèm cd.",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"Đóng gói sản phẩm kĩ lưỡng, mình rất hài lòng. Mình tính đem đi nước ngoàu nên cực kì tiện luôn.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"shop làm việc rất có tâm, đóng gói chỉnh chu cẩn thận, sản phẩm đẹp, đáng đồng tiền",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
"Giao hàng nhanh. Sách rất đẹp và mang lại cho người đọc nhiều giá trị cao về tinh thần,  giúp cho các bạn thoát khỏi nỗi buồn khi kết thúc một câu chuyện tình cảm của chính mình.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Lần đầu tiên mua sách của Tiki (First News xuất bản) bị lỗi thế này. Nguyên 15 trang bị lặp lại làm cho quyển sách bị dày lên và nặng lên đáng kể. Mong First News và Tiki xem xét lại chất lượng sách kĩ hơn trước khi xuất bản tới tay người đọc.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
hàng giao nhanh nhưng mà truyện có hơi df 1 xíu :,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
"Lần đầu mua hàng trên Fahasa rất ưng ạ. Sách tuy là sách photo từ bản gốc nhưng chất lượng thì ko cần bàn tới ạ. Rất tuyệt vời, giấy in và mực ib vô cùng sắc nét. Nhà sách còn in bill nữa ạ. tuy sách được ghi bằng tiếng anh hết nhưng mà đây cũng là một cách để mình học thêm từ mới. Ncl ưng lắm ạ.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"-Một số lỗi sai chính tả:
Dòng 20,  chữ thứ 9, trang 147:  “dù” viết thành “cdù”
Dòng 1, chữ thứ 7 và 8, trang 174 : “ấy thả”  viết thành “ấythả”
-Có nhiều chỗ không biết là do tác giả viết ở bản gốc tiếng Trung như vậy hay do người ta dịch sai; sách giả hay vì kiến thức mình tìm hiểu bị sai hay cái gì nữa:
Dòng 13, trang 70 đến dòng  23 trang 70:
Anh:”Anh có biết trái đất đã tồn tại bao nhiêu năm rồi không?”
Tôi:”Anh muốn nói là hình thành?  Ừm... Hình như là 46 tỷ năm.”
Anh:”Ừ, vậy anh biết trái đất có sinh vật đa bào bao nhiêu năm rồi không?
   Tôi cố gắng tìm kiếm trong não bộ những danh từ cổ đại tội nghiệp:”Ừm...Tôi nhớ niên đại đó, là kỷ Cambri đúng không ? Nhưng bao nhiêu năm trước thì quên rồi...”
Anh:”5 tỷ năm trước, nhiều nhất không đến 10 tỷ năm. Thời đó mọi thứ đều trống trơn, không ai biết thời đó xảy ra chuyện gì.”
Dòng 8 trang 291 đến dòng 13(một phần nhỏ của dòng 13) trang  291:
Cô ấy thở dài: “Được rồi...Họ nói nền văn minh hiện có của trái đất chúng ta đều là giả, hình dáng do được đắp nặn mà thành. Kỳ thực trình độ kỹ thuật, văn minh trên trái đất rất cao, nhưng không phải tất cả mọi người đều biết. Trước mắt, hơn 60 tỷ người  trên trái đất đều giống tôi, là những người không biết chân tướng(....)

Không biết có ai gặp tình trạng giống như này không nữa.",2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Uiii yêu thế! Fahasa đóng gói sách rất là kĩ càng lunn ạ. Cảm thấy quyển sách của mình bỏ tiền ra mua được trân trọng nó rất là vui lunn ý >< nội dung mình chưa thể đánh giá nhưng về hình thức là rất ưng cái bụng lunn nha. 10 điểm!!!,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Sách tốt giao hàngbnhanh nội dung phù hợp hay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tuy không có box như các tập trước nhưng quyển này dày thật sự. ảnh đẹp. mua được với mức giảm 50%. ngoài ra còn được giảm thêm 16% cho đơn hàng trên 400k của tiki nữa. qua tuyệt vời. đặt đầu tuần giữa tuần có. quá nhanh,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"4* cho chất lượng giấy, đây có thể là cuốn sách với giấy chất lượng nhất tôi từng mua, trong sách có nhiều trang được in màu, các trang cuối có hình và nhưng câu tóm tắt cô đọng.
Nội dung thì 3* vì chưa hợp với tôi lắm, hoặc không như tôi kỳ vọng, có lẽ tôi ít đọc sách thể loại này, và do tôi là người không theo tôn giáo, mà tin vào khoa học nên những câu chuyện hay cách giải thích trong này chưa mang tính thuyết phục, Nhưng nếu có xu hướng về tâm linh cần có cái nhìn về lĩnh vực này một cách khách quan thì nên mua, đây không phải là cuốn sách hoàn toàn nói về tâm linh mà vẫn lồng ghép bằng chứng khoa học trong đó.
""Không có việc gì xảy ra do tình cơ hay do định mệnh. Chúng ta tạo ra số phận bằng những hành động của chính mình. Đó là quy luật của Vũ trụ""
""Nhân quả đừng để thấy mới tin, nhân quả là bản chỉ đường, hướng con người về thiện lương""",2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Sách đẹp lắm
Từ đóng gói, bao bì tất cả đều đẹp và hoàn hảo.
Cảm ơn shop, cảm ơn Tiki",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Vì từ điển dày nên giấy sẽ mỏng. Mực in rõ ràng, sắc nét, đóng chắc chắn. Giá cả hợp lý👍",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Sách còn khó đọc hơn triết học mông lung mơ hồ đọc rất mệt,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Giao hàng nhanh hơn dự kiến, mừng quá chừng. Dù giao xa nhưng không bị móp méo.
Truyện mình me lâu rồi nhưng nhịn để gom chung đơn, cầm được truyện trên tay đã vô cùng luôn. Các postcard và bookmark xinh và cứng vừa phải, rất đã tay nha🤭. Truyện nhẹ nhàng, dễ thương, có chút buồn buồn do vật đổi sao dời nhưng rất may cả hai đã có thể gặp lại nhau🥰",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
dóng gói cẩn thận nhưng khi mở ra thì thấy đã bị bóc và vài chổ giống như bị vật nhọn khác chiếm diện tích. hy vọng vận chuyển cẩn thận hơn ở những khách hàng sau,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Không biết có phải căn tính của mình không đủ để giác ngộ hay không . Mình thấy sách viết hơi lan man, không xúc tích, đọc song kiến thức đọng lại không nhiều, ngôn từ sử dụng hơi hàn lâm. Ý kiến cá nhân",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Truyện đẹp, bìa xinh lung linh, bản mới có kèm bookmark nữa. Sách giao hơi móp nhẹ khũ đầu nhưng nhìn chung là siêu đẹp và oke nha mn.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"sách xịn xò lắm cuốn sách này mình dã thích lâu lắm rùi nhưng bây giờ mới mua đươc mệnh danh là "" cuốn sách hay nhất mọi thời đại đưa bạn đến thành công"" sách này gần như một cuốn sách kinh điển à các bạn trẻ nên đọc để có những kĩ năng giao tiếp đỉnh cao ❤️cuốn sách khi mình nhận được thì nó hơi móp ở đầu nhưng không sao hộp cũng hơi nát rách nữa🤧 may mà shop tặng bookmark làm mình an ủi phần nào hic",0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
Cực kì hữu ích,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Săn sale nên mua được với giá hời. Giao hàng nhanh. Về phần đóng gói thì hộp to hơn khổ sách 1 chút mà lại không bọc chống sốc, trong quá trình vận chuyển sách sẽ va vào các thành hộp dễ bị móp các góc, nếu tìm đc hộp khác vừa vặn khổ sách hơn chút thì tốt. Xem qua sách thì chưa thấy trang nào bị in lỗi cả. 5 ⭐️",0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
Khổ A5 chữ nhỏ nội dung đầy đủ giá cả hợp lý,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Sách được bọc cẩn thận, đóng gói kĩ càng, vận chuyển không quá lâu nhưng app cập nhật hơi chậm.",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Giao hàng cực nhanh luôn, mới đặt tầm 20p thấy đang vận chuyển gòi. Sách đẹp, đóng gói chắc chắn",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Sách mới nhưng thật sự không hài lòng với cách đóng gói hàng của tiki. Chỉ cho sách vào hộp mà không bọc chống sốc,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
"Có chút nhầm lẫn Về mã bên phía hỗ trợ khác hàng rất tốt 
Cảm ơn Rất nhiều",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Khâu chuẩn bị và đóng gói tốt, nhanh. Sách mới và các góc sách nguyên vẹn, đẹp không hư hỏng gì. Giá tốt nữa 10 điểm",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Tiki bọc sách cẩn thận, giao hàng nhanh, sách chất lượng. Sưu tập cho đủ bộ sách NNA",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Toi moi nhan duoc sach ma khong thay happy. Dat Sach moi ma nhu sach cu de lau ngay. Sach bia cung nhung gay sach da bi deffect. Khong con boc kieng ben ngoai bao ve. Day la lan dau tien toi bi truong hop nay khi dat hang qua Tiki. Hy vong Tiki cai thien de khong lam danh mat long tin cua khach hang.,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"sách đẹp, mới, giao nhanh, giao tới sách ko bị dập. nội dung chưa đọc nên ko biết như thế nào. nhưng bìa sách và tên sách ghì nghe hay rồi",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Chất lượng bìa và giấy tốt, phù hợp với bạn nào mới bắt đầu học IELTS.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
